CodFazenda;Ano;Produção/vacas em lactação (litros/animal/dia);Clusters
822DB679-9F84-4792-A3BB-A88800AAAE47;2024;18.316666666666666;3
2812F0B2-3482-469B-B63A-A49E00200153;2019;15.033333333333335;4
2812F0B2-3482-469B-B63A-A49E00200153;2020;14.324166666666668;0
2812F0B2-3482-469B-B63A-A49E00200153;2021;14.223333333333334;0
2812F0B2-3482-469B-B63A-A49E00200153;2022;15.000000000000004;4
8751ABDD-93D5-4241-9D50-3E79984F4DEC;2020;17.330000000000002;4
8751ABDD-93D5-4241-9D50-3E79984F4DEC;2021;16.24833333333333;4
8751ABDD-93D5-4241-9D50-3E79984F4DEC;2022;15.770833333333334;4
2B91EE62-C639-43FE-BDAF-900BFC6703CD;2024;6.390000000000001;2
6EF5AB83-4C82-4AF7-B2CB-A25500B22B58;2022;12.339166666666669;0
5C58A889-E0A2-4BB5-882B-EC76DC5EA2CA;2020;17.044285714285717;4
5C58A889-E0A2-4BB5-882B-EC76DC5EA2CA;2021;14.704999999999998;0
5C58A889-E0A2-4BB5-882B-EC76DC5EA2CA;2022;15.389166666666666;4
80CCCD1D-1053-4248-948B-87D04F7056DD;2020;15.36;4
80CCCD1D-1053-4248-948B-87D04F7056DD;2021;18.595833333333328;3
80CCCD1D-1053-4248-948B-87D04F7056DD;2022;13.085833333333335;0
5FD7BA8B-71E7-4003-BC8D-A55201778942;2019;11.214444444444446;2
5FD7BA8B-71E7-4003-BC8D-A55201778942;2020;13.1475;0
5FD7BA8B-71E7-4003-BC8D-A55201778942;2021;12.85;0
5FD7BA8B-71E7-4003-BC8D-A55201778942;2022;11.166666666666666;2
E6F58B8E-30E4-4E91-8B4D-A4FA00012F53;2019;11.046666666666667;2
E6F58B8E-30E4-4E91-8B4D-A4FA00012F53;2020;11.045833333333334;2
E6F58B8E-30E4-4E91-8B4D-A4FA00012F53;2021;11.022499999999999;2
E6F58B8E-30E4-4E91-8B4D-A4FA00012F53;2022;10.163333333333332;2
5F75DA91-AA5E-480F-B689-C82DE870F825;2022;10.459999999999999;2
5F75DA91-AA5E-480F-B689-C82DE870F825;2024;17.30333333333333;4
8444C284-78D6-42A3-928A-A4F000F6ED44;2019;11.105555555555554;2
8444C284-78D6-42A3-928A-A4F000F6ED44;2020;13.758333333333333;0
8444C284-78D6-42A3-928A-A4F000F6ED44;2021;16.86666666666667;4
8444C284-78D6-42A3-928A-A4F000F6ED44;2022;21.743636363636366;1
2459E5DB-4374-4AAE-A09C-3B10D652FF05;2021;13.525;0
2459E5DB-4374-4AAE-A09C-3B10D652FF05;2022;13.392499999999998;0
2459E5DB-4374-4AAE-A09C-3B10D652FF05;2024;11.96;0
5C8BCB44-E308-4A1C-A8A3-54051DF638FF;2022;12.27;0
BCE5B506-EAD3-4B57-8F94-A25500B248AE;2019;12.207777777777778;0
BCE5B506-EAD3-4B57-8F94-A25500B248AE;2020;12.985000000000001;0
BCE5B506-EAD3-4B57-8F94-A25500B248AE;2021;10.585833333333333;2
BCE5B506-EAD3-4B57-8F94-A25500B248AE;2022;12.779166666666669;0
BCE5B506-EAD3-4B57-8F94-A25500B248AE;2024;13.363333333333332;0
3FFDE8B5-7D50-41EC-9F5A-A6A9011E4265;2019;14.005555555555553;0
3FFDE8B5-7D50-41EC-9F5A-A6A9011E4265;2020;12.276666666666666;0
3FFDE8B5-7D50-41EC-9F5A-A6A9011E4265;2021;12.708333333333334;0
3FFDE8B5-7D50-41EC-9F5A-A6A9011E4265;2022;12.808333333333335;0
3A765F50-FCBE-46C1-9F6E-A5210160C302;2019;19.641428571428573;3
3A765F50-FCBE-46C1-9F6E-A5210160C302;2022;10.5925;2
05D78B7A-D5DE-4B3F-AEB4-A49C00CB7F0C;2019;15.068888888888889;4
05D78B7A-D5DE-4B3F-AEB4-A49C00CB7F0C;2020;16.915;4
05D78B7A-D5DE-4B3F-AEB4-A49C00CB7F0C;2021;20.8175;1
05D78B7A-D5DE-4B3F-AEB4-A49C00CB7F0C;2022;21.485;1
271D2970-7FAA-4EF3-9F42-A25500B1E211;2019;20.428888888888892;3
271D2970-7FAA-4EF3-9F42-A25500B1E211;2020;18.037499999999998;3
271D2970-7FAA-4EF3-9F42-A25500B1E211;2021;20.891666666666662;1
271D2970-7FAA-4EF3-9F42-A25500B1E211;2022;22.079166666666666;1
271D2970-7FAA-4EF3-9F42-A25500B1E211;2024;18.37666666666667;3
1CD1822A-BAD7-4CE3-8F9A-B528B8B5113D;2022;16.924;4
3B0C4117-C577-4F14-995B-A25500B255A2;2019;18.623333333333335;3
3B0C4117-C577-4F14-995B-A25500B255A2;2020;17.561666666666667;3
3B0C4117-C577-4F14-995B-A25500B255A2;2021;16.71083333333333;4
3B0C4117-C577-4F14-995B-A25500B255A2;2022;18.124166666666664;3
05A76CA9-3930-441D-BA1F-6F617F5C1A56;2022;17.330999999999996;4
2A0D7341-225D-48B9-97EC-591DFC92A602;2024;6.91;2
0C724CA2-F080-4295-87F1-A31A016A095D;2022;15.066666666666663;4
BF1104CC-6028-42CF-9FF7-A25500B1EE9C;2019;14.634444444444442;0
BF1104CC-6028-42CF-9FF7-A25500B1EE9C;2020;17.404999999999998;4
BF1104CC-6028-42CF-9FF7-A25500B1EE9C;2021;15.935833333333335;4
BF1104CC-6028-42CF-9FF7-A25500B1EE9C;2022;16.649166666666666;4
5DD7B6AE-1DDD-4DDF-8E41-A25500B208A0;2019;17.81666666666667;3
5DD7B6AE-1DDD-4DDF-8E41-A25500B208A0;2020;18.415833333333335;3
5DD7B6AE-1DDD-4DDF-8E41-A25500B208A0;2021;20.330000000000002;3
5DD7B6AE-1DDD-4DDF-8E41-A25500B208A0;2022;20.537499999999998;3
5DD7B6AE-1DDD-4DDF-8E41-A25500B208A0;2024;17.266666666666666;4
D9C6CA83-763F-4488-A1A2-A25500B24948;2019;14.42;0
D9C6CA83-763F-4488-A1A2-A25500B24948;2020;12.5075;0
D9C6CA83-763F-4488-A1A2-A25500B24948;2021;17.116666666666667;4
D9C6CA83-763F-4488-A1A2-A25500B24948;2022;21.385;1
6E1CAE80-9270-4C3F-8F83-B15B56B1556E;2021;17.023333333333337;4
6E1CAE80-9270-4C3F-8F83-B15B56B1556E;2022;17.59;3
282CF731-86F4-4381-B1BB-EDEE9D8EC1D7;2021;20.226;3
282CF731-86F4-4381-B1BB-EDEE9D8EC1D7;2022;13.748333333333333;0
4D20D433-6024-4DB0-8CDD-8FC78C08A65C;2020;10.567777777777778;2
4D20D433-6024-4DB0-8CDD-8FC78C08A65C;2021;12.968333333333334;0
4D20D433-6024-4DB0-8CDD-8FC78C08A65C;2022;12.346666666666666;0
4D20D433-6024-4DB0-8CDD-8FC78C08A65C;2024;7.075;2
956D61EE-228C-4BA6-BFC7-42DA2ED11518;2024;13.98;0
2CB2D191-4769-4D5A-9A7D-A8DC0111BD35;2019;11.04888888888889;2
2CB2D191-4769-4D5A-9A7D-A8DC0111BD35;2020;7.835000000000001;2
2CB2D191-4769-4D5A-9A7D-A8DC0111BD35;2021;9.493333333333332;2
2CB2D191-4769-4D5A-9A7D-A8DC0111BD35;2022;10.52;2
9ADF3577-1C1E-47DF-A07E-AA3100DB0D92;2019;18.996666666666663;3
9ADF3577-1C1E-47DF-A07E-AA3100DB0D92;2020;22.764166666666668;1
9ADF3577-1C1E-47DF-A07E-AA3100DB0D92;2021;19.8225;3
9ADF3577-1C1E-47DF-A07E-AA3100DB0D92;2022;15.875833333333333;4
7142C2BA-B97F-4797-A250-53D289EA816C;2020;13.454000000000002;0
7142C2BA-B97F-4797-A250-53D289EA816C;2021;14.2825;0
7142C2BA-B97F-4797-A250-53D289EA816C;2022;13.063333333333333;0
2C8CBB43-7278-4A58-9BA9-A69800EFD4B5;2019;16.052222222222223;4
2C8CBB43-7278-4A58-9BA9-A69800EFD4B5;2020;15.250833333333333;4
2C8CBB43-7278-4A58-9BA9-A69800EFD4B5;2021;17.171666666666667;4
2C8CBB43-7278-4A58-9BA9-A69800EFD4B5;2022;18.601666666666663;3
2C8CBB43-7278-4A58-9BA9-A69800EFD4B5;2024;15.02;4
7E0FE7D0-BFB1-4828-8B65-A4CA00401780;2019;16.61;4
7E0FE7D0-BFB1-4828-8B65-A4CA00401780;2020;19.107499999999998;3
7E0FE7D0-BFB1-4828-8B65-A4CA00401780;2021;18.100833333333334;3
7E0FE7D0-BFB1-4828-8B65-A4CA00401780;2022;18.75916666666667;3
B6A96924-E4FC-4910-A0DF-863C455A9E2D;2021;12.7775;0
B6A96924-E4FC-4910-A0DF-863C455A9E2D;2022;15.814166666666667;4
8432218D-0C1F-4CBA-848D-7EF6FD16F421;2022;13.20875;0
8432218D-0C1F-4CBA-848D-7EF6FD16F421;2024;14.215;0
38BC8312-B35E-45D3-8E88-E486144164B6;2021;10.379999999999999;2
38BC8312-B35E-45D3-8E88-E486144164B6;2022;8.354999999999999;2
AFD94F40-D2E0-4CB0-8773-AA300155A91C;2019;19.85222222222222;3
AFD94F40-D2E0-4CB0-8773-AA300155A91C;2020;20.718333333333337;1
AFD94F40-D2E0-4CB0-8773-AA300155A91C;2021;22.4025;1
AFD94F40-D2E0-4CB0-8773-AA300155A91C;2022;22.901666666666667;1
9D35F9F8-B378-4FAA-A7DD-7260D361F306;2020;10.916666666666666;2
9D35F9F8-B378-4FAA-A7DD-7260D361F306;2021;10.774999999999999;2
9D35F9F8-B378-4FAA-A7DD-7260D361F306;2022;9.147499999999999;2
9D35F9F8-B378-4FAA-A7DD-7260D361F306;2024;9.97;2
BB8CF244-86AA-4191-A6D5-A8D600AA167F;2019;15.453333333333331;4
BB8CF244-86AA-4191-A6D5-A8D600AA167F;2020;15.652500000000002;4
BB8CF244-86AA-4191-A6D5-A8D600AA167F;2021;16.09;4
BB8CF244-86AA-4191-A6D5-A8D600AA167F;2022;15.445833333333333;4
BB8CF244-86AA-4191-A6D5-A8D600AA167F;2024;15.966666666666669;4
C8EB69FA-5CA2-4B5C-84E5-A89E00B823B2;2019;18.03666666666667;3
C8EB69FA-5CA2-4B5C-84E5-A89E00B823B2;2020;18.858333333333334;3
C8EB69FA-5CA2-4B5C-84E5-A89E00B823B2;2021;17.76666666666667;3
C8EB69FA-5CA2-4B5C-84E5-A89E00B823B2;2022;16.161666666666665;4
C8EB69FA-5CA2-4B5C-84E5-A89E00B823B2;2024;19.735;3
15CA611A-DCEE-4959-BBCB-7EE2921496E9;2021;13.248000000000001;0
15CA611A-DCEE-4959-BBCB-7EE2921496E9;2022;13.776666666666666;0
EBC2708C-A196-41F1-A186-F5167A24B2E8;2024;14.235;0
61FD5C27-7BB6-4C8A-869B-538E45CCE0F5;2022;17.36;4
3E0D1877-0969-410B-AFC1-754A08F4A717;2024;10.254999999999999;2
5C0E7259-3B7D-4012-9596-6608EF045850;2020;16.005000000000003;4
5C0E7259-3B7D-4012-9596-6608EF045850;2021;16.101666666666667;4
5C0E7259-3B7D-4012-9596-6608EF045850;2022;14.645833333333336;0
172F0EAC-D65A-4670-9555-AA300113A73A;2019;16.702222222222222;4
172F0EAC-D65A-4670-9555-AA300113A73A;2020;15.175000000000002;4
172F0EAC-D65A-4670-9555-AA300113A73A;2021;18.837500000000002;3
172F0EAC-D65A-4670-9555-AA300113A73A;2022;24.32666666666667;1
B0BFD4CC-6562-4300-845B-A83200E6ECE3;2019;13.023333333333333;0
B0BFD4CC-6562-4300-845B-A83200E6ECE3;2020;15.650833333333333;4
B0BFD4CC-6562-4300-845B-A83200E6ECE3;2021;9.965;2
B0BFD4CC-6562-4300-845B-A83200E6ECE3;2022;13.520833333333334;0
59985184-0BFA-4C00-8770-AA1B012DE124;2019;14.437777777777777;0
59985184-0BFA-4C00-8770-AA1B012DE124;2020;18.188333333333333;3
59985184-0BFA-4C00-8770-AA1B012DE124;2021;17.773333333333337;3
A2733FC5-E4CF-408B-A47A-A1C46A046981;2022;15.947999999999999;4
1794B893-4F8E-4B31-ADE2-A25500B231C0;2019;10.676666666666668;2
1794B893-4F8E-4B31-ADE2-A25500B231C0;2020;12.904166666666669;0
1794B893-4F8E-4B31-ADE2-A25500B231C0;2021;15.930833333333332;4
1794B893-4F8E-4B31-ADE2-A25500B231C0;2022;17.395;4
E1BAA02F-710C-40E4-8705-A4AA0026E78C;2019;16.372222222222224;4
E1BAA02F-710C-40E4-8705-A4AA0026E78C;2020;17.055833333333332;4
E1BAA02F-710C-40E4-8705-A4AA0026E78C;2021;17.116666666666664;4
E1BAA02F-710C-40E4-8705-A4AA0026E78C;2022;17.043333333333333;4
E6D151C7-D8EB-48AA-99A5-94C2E599A3AC;2022;10.751999999999999;2
4D7689D3-D5B2-4C4C-8123-40D13D0003FA;2022;14.930000000000001;4
4D7689D3-D5B2-4C4C-8123-40D13D0003FA;2024;15.700000000000001;4
273859AC-C4CD-4401-9424-B727D4B924A6;2020;18.985;3
273859AC-C4CD-4401-9424-B727D4B924A6;2021;16.103333333333328;4
273859AC-C4CD-4401-9424-B727D4B924A6;2022;9.045833333333334;2
485976D0-7CEE-4DB1-8519-A25500B1E73A;2019;25.305555555555557;1
485976D0-7CEE-4DB1-8519-A25500B1E73A;2020;24.923333333333332;1
485976D0-7CEE-4DB1-8519-A25500B1E73A;2021;24.108333333333334;1
485976D0-7CEE-4DB1-8519-A25500B1E73A;2022;20.99833333333333;1
485976D0-7CEE-4DB1-8519-A25500B1E73A;2024;19.03;3
F0F1BB5B-01DD-4061-B5DC-78374FFCC72D;2022;8.67;2
3771DD91-3578-4B94-BEF1-FA8E363E7249;2022;14.800833333333335;4
3771DD91-3578-4B94-BEF1-FA8E363E7249;2024;14.756666666666668;0
5A09A6DA-F28F-4968-8F46-BEE96E14F154;2024;18.375;3
A45A28B1-55EC-4FC9-A137-39F540957622;2024;12.276666666666666;0
014375DD-7DDA-4490-A214-9926F08DA976;2021;17.523333333333337;3
014375DD-7DDA-4490-A214-9926F08DA976;2022;15.176666666666664;4
B3CCD1E7-318F-4553-8A0D-16C4C6D378B5;2019;14.455;0
B3CCD1E7-318F-4553-8A0D-16C4C6D378B5;2020;12.750909090909092;0
B3CCD1E7-318F-4553-8A0D-16C4C6D378B5;2021;9.96;2
B3CCD1E7-318F-4553-8A0D-16C4C6D378B5;2022;11.111249999999998;2
8A8A2E0B-8BCD-4F33-9F62-A61200E31EA8;2021;8.843333333333334;2
8A8A2E0B-8BCD-4F33-9F62-A61200E31EA8;2022;17.912499999999994;3
EDC3C843-A05D-41B2-A184-8357AB8BAAD4;2022;18.361666666666668;3
EDC3C843-A05D-41B2-A184-8357AB8BAAD4;2024;21.895;1
08C8BDE6-EDB6-4288-8EE7-A25500B1C4FD;2019;16.36888888888889;4
08C8BDE6-EDB6-4288-8EE7-A25500B1C4FD;2020;16.775454545454547;4
08C8BDE6-EDB6-4288-8EE7-A25500B1C4FD;2021;19.1925;3
08C8BDE6-EDB6-4288-8EE7-A25500B1C4FD;2022;17.715833333333336;3
08C8BDE6-EDB6-4288-8EE7-A25500B1C4FD;2024;14.716666666666669;0
18386F7D-5806-48B5-9C27-2185CDBE30D3;2022;14.0075;0
18386F7D-5806-48B5-9C27-2185CDBE30D3;2024;12.436666666666667;0
DDD424AA-D31B-43FC-9AD7-A892013B22B3;2019;15.147777777777776;4
DDD424AA-D31B-43FC-9AD7-A892013B22B3;2020;15.708333333333336;4
DDD424AA-D31B-43FC-9AD7-A892013B22B3;2021;13.884166666666665;0
DDD424AA-D31B-43FC-9AD7-A892013B22B3;2022;16.550833333333333;4
DDD424AA-D31B-43FC-9AD7-A892013B22B3;2024;11.873333333333335;0
93B94A79-DCCD-4AA6-8A12-25D657D99369;2020;16.894;4
93B94A79-DCCD-4AA6-8A12-25D657D99369;2021;15.526666666666669;4
93B94A79-DCCD-4AA6-8A12-25D657D99369;2022;19.319999999999997;3
93B94A79-DCCD-4AA6-8A12-25D657D99369;2024;13.226666666666667;0
DB30DED0-B0C9-452D-891C-AA9200F6A020;2019;13.468571428571426;0
DB30DED0-B0C9-452D-891C-AA9200F6A020;2020;16.9325;4
DB30DED0-B0C9-452D-891C-AA9200F6A020;2021;16.683333333333334;4
DB30DED0-B0C9-452D-891C-AA9200F6A020;2022;15.142499999999998;4
DB30DED0-B0C9-452D-891C-AA9200F6A020;2024;14.916666666666666;4
E7D75282-300D-4619-AFD2-A8A701403C81;2019;14.86111111111111;4
E7D75282-300D-4619-AFD2-A8A701403C81;2020;13.286666666666667;0
E7D75282-300D-4619-AFD2-A8A701403C81;2021;14.975;4
E7D75282-300D-4619-AFD2-A8A701403C81;2022;15.136666666666668;4
E7D75282-300D-4619-AFD2-A8A701403C81;2024;22.73;1
266A1ADB-5E96-4401-A506-9EA714D49957;2019;20.15;3
266A1ADB-5E96-4401-A506-9EA714D49957;2020;17.134999999999998;4
266A1ADB-5E96-4401-A506-9EA714D49957;2021;15.895833333333334;4
266A1ADB-5E96-4401-A506-9EA714D49957;2022;15.341666666666663;4
266A1ADB-5E96-4401-A506-9EA714D49957;2024;15.826666666666666;4
EBAB9B76-455F-45D8-BFB5-A589015B1E04;2019;14.222222222222221;0
EBAB9B76-455F-45D8-BFB5-A589015B1E04;2020;16.099166666666665;4
EBAB9B76-455F-45D8-BFB5-A589015B1E04;2021;16.305833333333336;4
EBAB9B76-455F-45D8-BFB5-A589015B1E04;2022;16.28333333333333;4
EBAB9B76-455F-45D8-BFB5-A589015B1E04;2024;17.48;4
6B3BE6AB-0625-4EF1-BBB5-A25500B23D0C;2019;17.07;4
6B3BE6AB-0625-4EF1-BBB5-A25500B23D0C;2020;17.193333333333335;4
6B3BE6AB-0625-4EF1-BBB5-A25500B23D0C;2021;17.220833333333328;4
6B3BE6AB-0625-4EF1-BBB5-A25500B23D0C;2022;16.9575;4
6B3BE6AB-0625-4EF1-BBB5-A25500B23D0C;2024;14.31;0
18727ABB-04AB-4384-8572-A95000A2D499;2019;18.528888888888886;3
18727ABB-04AB-4384-8572-A95000A2D499;2020;21.8425;1
2D88A53C-A474-4898-B413-A7780112550A;2019;18.12;3
2D88A53C-A474-4898-B413-A7780112550A;2020;16.0325;4
2D88A53C-A474-4898-B413-A7780112550A;2021;17.374166666666664;4
2D88A53C-A474-4898-B413-A7780112550A;2022;18.49083333333333;3
2D88A53C-A474-4898-B413-A7780112550A;2024;16.643333333333334;4
FDD359FC-6B7B-4DC9-B58B-A25500B1C29A;2019;18.28;3
FDD359FC-6B7B-4DC9-B58B-A25500B1C29A;2020;14.701666666666666;0
FDD359FC-6B7B-4DC9-B58B-A25500B1C29A;2021;16.014166666666668;4
FDD359FC-6B7B-4DC9-B58B-A25500B1C29A;2022;17.854166666666664;3
FDD359FC-6B7B-4DC9-B58B-A25500B1C29A;2024;14.13;0
